legoRef,type,name,canonicalName,condition,location,disposition,isBuild,isBuildWOFigs,isCrack,costPrice,displayPrice,sellPrice,valueLow,valueHigh,upcomingPrice,notes,srcRow,flags
75005,SET,Rancor Pit,Rancor Pit,USED,STORE,LAYAWAY,false,false,false,42.99,349.99,,300,350,,,82,
75012,SET,BARC Speeder with Sidecar,BARC Speeder with Sidecar,USED,STORE,SOLD,false,false,false,27.99,,100,,450,,,83,
75012,SET,BARC Speeder with Sidecar,BARC Speeder with Sidecar,USED,STORE,FOR_SALE,false,false,false,27.99,449.99,,400,450,,,84,
75013,SET,Umbaran Mobile Heavy Cannon,Umbaran Mobile Heavy Cannon,USED,UNKNOWN,SOLD,false,false,false,60,,199.99,,,,Sold,85,
75016,SET,Homing Spider Droid,Homing Spider Droid,USED,STORE,FOR_SALE,true,false,false,18,1,,,,,,86,
75018,SET,Jek-14's Stealth Starfighter,Jek-14's Stealth Starfighter,USED,STORE,FOR_SALE,false,false,false,72.5,107,,200,250,107,,87,
75018,SET,Jek-14's Stealth Starfighter,Jek-14's Stealth Starfighter,USED,STORE,FOR_SALE,false,false,false,60,249.99,,200,250,,,88,
75018,SET,Jek-14's Stealth Starfighter,Jek-14's Stealth Starfighter,USED,STORE,FOR_SALE,false,false,false,60,249.99,,200,250,,,89,
75019,SET,AT-TE,AT-TE,USED,STORE,FOR_SALE,false,false,false,140.95,,,350,400,,,90,
75019,SET,AT-TE,AT-TE,USED,STORE,FOR_SALE,false,false,false,125,399.99,,360,400,,,91,
75020,SET,Jabba's Sail Barge,Jabba's Sail Barge,USED,STORE,SOLD,false,false,false,99.98,599.99,0,500,600,,Layaway,92,
75021,SET,Republic Gunship,Republic Gunship,USED,STORE,LAYAWAY,false,false,false,114.95,849.99,,800,900,,,93,name-variants
75021,SET,Republic Gunship (Built),Republic Gunship,USED,STORE,SOLD,true,true,false,,,120,,,,,94,cost-unknown;name-variants
75022,SET,Mandalorian Speeder,Mandalorian Speeder,USED,STORE,FOR_SALE,false,false,false,38,174.99,,160,180,,,95,
75022,SET,Mandalorian Speeder,Mandalorian Speeder,USED,STORE,FOR_SALE,false,false,false,42.48,174.99,,160,180,,,96,
75022,SET,Mandalorian Speeder,Mandalorian Speeder,USED,UNKNOWN,FOR_SALE,false,false,false,29,,,160,180,,,97,
75024,SET,HH-87 Starhopper,HH-87 Starhopper,USED,STORE,LAYAWAY,false,false,false,35,199.99,,100,200,,,98,
75025,SET,Jedi Defender Class Cruiser,Jedi Defender Class Cruiser,USED,STORE,FOR_SALE,false,false,false,52.98,449.99,,300,500,,,99,
75028,SET,Clone Turbo Tank Micro,Clone Turbo Tank Micro,USED,STORE,FOR_SALE,false,false,false,7.47,,,20,100,,Figure alone is valued at $40,100,
75028,SET,Clone Turbo Tank Micro,Clone Turbo Tank Micro,USED,STORAGE,LAYAWAY,false,false,false,7.47,,,20,100,,,101,
75028,SET,Clone Turbo Tank Micro,Clone Turbo Tank Micro,USED,STORAGE,FOR_SALE,false,false,false,9.99,,,20,100,,,102,
75028,SET,Clone Turbo Tank Micro,Clone Turbo Tank Micro,USED,STORE,FOR_SALE,false,false,false,8,74.99,,20,100,,,103,
75028,SET,Clone Turbo Tank Micro,Clone Turbo Tank Micro,USED,UNKNOWN,SOLD,false,false,false,10.99,,53.99,,,,Sold,104,
75028,SET,Clone Turbo Tank Micro,Clone Turbo Tank Micro,USED,STORE,FOR_SALE,false,false,false,7.99,,,20,100,,,105,
75028,SET,Clone Turbo Tank Micro,Clone Turbo Tank Micro,USED,STORE,FOR_SALE,false,false,false,3.5,,,20,100,,,106,
75029,SET,AAT Micro,AAT Micro,USED,STORE,FOR_SALE,false,false,false,9.99,34.99,,15,40,34.99,,107,
75029,SET,AAT Micro,AAT Micro,USED,STORE,FOR_SALE,false,false,false,8,34.99,,15,40,34.99,,108,
75029,SET,AAT Micro,AAT Micro,USED,STORAGE,FOR_SALE,false,false,false,8,,,15,40,,,109,
75029,SET,AAT Micro,AAT Micro,USED,STORE,FOR_SALE,false,false,false,10.99,,,15,40,,,110,
75029,SET,AAT Micro,AAT Micro,USED,STORE,FOR_SALE,false,false,false,,34.99,,15,40,,,111,cost-unknown
75030,SET,Millennium Falcon Micro,Millennium Falcon Micro,USED,STORE,FOR_SALE,false,false,false,9.89,29.99,,15,30,29.99,,112,
75030,SET,Millennium Falcon Micro,Millennium Falcon Micro,USED,STORE,SOLD,false,false,false,9.99,,24.99,15,30,,,113,
75030,SET,Millennium Falcon Micro,Millennium Falcon Micro,USED,STORE,SOLD,false,false,false,9.99,,24.99,15,30,,,114,
75030,SET,Millennium Falcon Micro,Millennium Falcon Micro,USED,STORAGE,FOR_SALE,false,false,false,9.99,,,15,30,,,115,
75030,SET,Millennium Falcon Micro,Millennium Falcon Micro,USED,STORE,FOR_SALE,false,false,false,8,24.99,,15,30,,,116,
75030,SET,Millennium Falcon Micro,Millennium Falcon Micro,USED,STORE,FOR_SALE,false,false,false,10.99,,,15,30,,,117,
75031,SET,TIE Interceptor Micro,TIE Interceptor Micro,USED,STORE,SOLD,false,false,false,9.97,,24.99,15,30,,,118,
75031,SET,TIE Interceptor Micro,TIE Interceptor Micro,USED,STORAGE,SOLD,false,false,false,9.97,,29.99,15,30,,,119,
75031,SET,TIE Interceptor Micro,TIE Interceptor Micro,USED,STORE,SOLD,false,false,false,8,,24.99,15,30,,,120,
75031,SET,TIE Interceptor Micro,TIE Interceptor Micro,USED,STORE,FOR_SALE,false,false,false,10.99,24.99,,15,30,,,121,
75032,SET,X-Wing Fighter & Pilot Micro,X-Wing Fighter Micro,USED,STORAGE,SOLD,false,false,false,9.99,,34.99,15,40,,,122,name-variants
75032,SET,X-Wing Fighter Micro,X-Wing Fighter Micro,USED,STORAGE,FOR_SALE,false,false,false,12.99,34.99,,15,40,34.99,,123,name-variants
75032,SET,X-Wing Fighter Micro,X-Wing Fighter Micro,USED,STORAGE,FOR_SALE,false,false,false,12.99,,,15,40,,,124,name-variants
75032,SET,X-Wing Fighter Micro,X-Wing Fighter Micro,USED,HOME,FOR_SALE,false,false,false,9.97,,,15,40,,,125,name-variants
75032,SET,X-Wing Fighter Micro,X-Wing Fighter Micro,USED,STORE,FOR_SALE,false,false,false,8,34.99,,15,40,,,126,name-variants
75032,SET,X-Wing Fighter Micro,X-Wing Fighter Micro,USED,STORE,FOR_SALE,false,false,false,7,,,15,40,,,127,name-variants
75032,SET,X-Wing Fighter Micro,X-Wing Fighter Micro,USED,UNKNOWN,FOR_SALE,false,false,false,10.99,,,15,40,,,128,name-variants
75032,SET,X-Wing Fighter Micro,X-Wing Fighter Micro,USED,UNKNOWN,FOR_SALE,false,false,false,2.98,,,15,40,,,129,name-variants
75033,SET,Star Destroyer Micro,Star Destroyer Micro,USED,STORE,SOLD,false,false,false,7.99,,34.99,15,40,,,130,
75033,SET,Star Destroyer Micro,Star Destroyer Micro,USED,STORAGE,FOR_SALE,false,false,false,7.99,,,15,40,,,131,
75033,SET,Star Destroyer Micro,Star Destroyer Micro,USED,STORAGE,FOR_SALE,false,false,false,7.99,,,15,40,,,132,
75033,SET,Star Destroyer Micro,Star Destroyer Micro,USED,STORAGE,FOR_SALE,false,false,false,8,,,15,40,,,133,
75033,SET,Star Destroyer Micro,Star Destroyer Micro,USED,STORE,FOR_SALE,false,false,false,10.99,34.99,,15,40,,,134,
75034,SET,Death Star Troopers,Death Star Troopers,USED,STORE,SOLD,false,false,false,12.97,,39.99,20,40,,,135,name-variants
75034,SET,Death Star Troopers,Death Star Troopers,USED,STORE,SOLD,false,false,false,12.97,,30.99,20,40,,,136,name-variants
75034,SET,Death Star Troopers,Death Star Troopers,USED,STORE,FOR_SALE,false,false,false,12.59,39.99,,20,40,36.07,,137,"listing-vs-upcoming(pdf=39.99,up=36.07);name-variants"
75034,SET,Death Star Troopers,Death Star Troopers,USED,STORE,FOR_SALE,false,false,false,12.34,39.99,,20,40,,,138,name-variants
75034,SET,Death Star troopers,Death Star Troopers,USED,STORE,FOR_SALE,false,false,false,0,39.99,,20,40,,,139,cost-zero;name-variants
75034,SET,Death Star Troopers,Death Star Troopers,USED,STORE,FOR_SALE,false,false,false,14.98,39.99,,20,40,,,140,name-variants
75034,SET,Death Star Troopers,Death Star Troopers,USED,STORE,FOR_SALE,true,true,false,14.98,,,,5,,,141,name-variants
75034,SET,Death Star Troopers,Death Star Troopers,USED,UNKNOWN,SOLD,false,false,false,14.98,,30.99,,,,Sold,142,name-variants
75035,SET,Kashyyyk Troopers,Kashyyyk Troopers,USED,UNKNOWN,FOR_SALE,false,false,false,12.97,,,60,100,,Combined value of individual | figureCs risa cakbout $80-100,143,garbled-pdf-row
75035,SET,Kashyyyk Troopers,Kashyyyk Troopers,USED,UNKNOWN,SOLD,false,false,true,12.97,,89.99,60,100,,,144,
75035,SET,Kashyyyk Troopers,Kashyyyk Troopers,USED,UNKNOWN,FOR_SALE,false,false,true,12.97,,,60,100,,,145,
75035,SET,Kashyyyk Troopers,Kashyyyk Troopers,USED,STORE,FOR_SALE,false,false,false,12.99,,,60,100,,,146,
75035,SET,Kashyyyk Troopers,Kashyyyk Troopers,USED,STORE,FOR_SALE,false,false,false,12.99,89.99,,60,100,,,147,
75035,SET,Kashyyyk Troopers,Kashyyyk Troopers,USED,STORE,FOR_SALE,false,false,false,12.97,89.99,,60,100,,,148,
75035,SET,Kashyyyk Troopers,Kashyyyk Troopers,USED,STORE,FOR_SALE,false,false,false,12.97,89.99,,60,100,,,149,
75035,SET,Kashyyyk Troopers,Kashyyyk Troopers,USED,STORE,FOR_SALE,false,false,false,11.19,89.99,,60,100,,,150,
75035,SET,Kashyyyk Troopers,Kashyyyk Troopers,USED,UNKNOWN,SOLD,false,false,false,11.19,,60,,,,Sold,151,"sold-conflict(xlsx=60,pdf=80)"
75035,SET,Kashyyyk Troopers,Kashyyyk Troopers,USED,UNKNOWN,FOR_SALE,false,false,false,11.19,,,60,100,,,152,
75036,SET,Utapua Troopers,Utapua Troopers,USED,UNKNOWN,LAYAWAY,false,false,true,12.97,,,80,150,,Combined value of figs is about,153,
75036,SET,Utapua Troopers,Utapua Troopers,USED,UNKNOWN,LAYAWAY,false,false,true,12.97,,,80,150,,,154,
75036,SET,Utapua Troopers,Utapua Troopers,USED,UNKNOWN,FOR_SALE,false,false,true,9.51,,,80,150,,,155,
75036,SET,Utapua Troopers,Utapua Troopers,USED,STORE,FOR_SALE,false,false,false,9.51,,,80,150,,,156,
75036,SET,Utapua Troopers,Utapua Troopers,USED,STORE,FOR_SALE,false,false,false,12.97,139.99,,80,150,,,157,
75036,SET,Utapua Troopers,Utapua Troopers,USED,STORE,FOR_SALE,false,false,false,11.19,139.99,,80,150,,,158,
75036,SET,Utapua Troopers,Utapua Troopers,USED,STORE,FOR_SALE,true,true,false,11.19,,,,5,,,159,
75036,SET,Utapua Troopers,Utapua Troopers,USED,UNKNOWN,SOLD,false,false,false,11.19,,100,,,,Sold,160,
75037,SET,Battle of Saleucami,Battle of Saleucami,USED,STORE,FOR_SALE,false,false,false,14.24,99.99,,50,100,81.59,,161,"listing-vs-upcoming(pdf=99.99,up=81.59);name-variants"
75037,SET,Battle of Saleucami,Battle of Saleucami,USED,STORE,FOR_SALE,false,false,false,6.99,,,50,100,,,162,name-variants
75037,SET,Battle of Saleucami,Battle of Saleucami,USED,STORAGE,FOR_SALE,false,false,false,14.24,,,50,100,,,163,name-variants
75037,SET,Battle on Saleucami,Battle of Saleucami,USED,STORAGE,FOR_SALE,false,false,false,14.99,,,50,100,,,164,name-variants
75038,SET,Jedi Intercepter,Jedi Intercepter,USED,STORE,SOLD,false,false,false,24.97,99.99,91.99,50,100,,,165,
75038,SET,Jedi Intercepter,Jedi Intercepter,USED,STORAGE,FOR_SALE,false,false,false,23.39,99.99,,50,100,99.99,,166,
75038,SET,Jedi Intercepter,Jedi Intercepter,USED,STORE,FOR_SALE,false,false,false,24.97,99.99,,50,100,,,167,
75038,SET,Jedi Intercepter,Jedi Intercepter,USED,UNKNOWN,SOLD,false,false,false,0,,99,,,,Sold,168,"cost-zero;sold-conflict(xlsx=99,pdf=91.99)"
75039,SET,V-Wing Starfighter,V-Wing Starfighter,USED,STORAGE,FOR_SALE,false,false,false,22,149.99,,80,150,,,169,
75039,SET,V-Wing Starfighter,V-Wing Starfighter,USED,STORE,FOR_SALE,true,true,false,20,,,,,,,170,
75040,SET,General Grevious Wheel Bike,General Grevious Wheel Bike,USED,UNKNOWN,SOLD,false,false,false,24.97,,149.99,,,,Sold,171,"sold-conflict(xlsx=149.99,pdf=150)"
75040,SET,General Grevious Wheel Bike,General Grevious Wheel Bike,USED,STORE,LAYAWAY,false,false,false,23.74,,,130,150,,,172,
75040,SET,General Grevious Wheel Bike,General Grevious Wheel Bike,USED,STORE,SOLD,false,false,false,23.74,149.99,150,130,150,,,173,
75041,SET,Vulture Droid,Vulture Droid,USED,STORE,FOR_SALE,false,false,false,19.99,,,100,200,,,174,
75041,SET,Vulture Droid,Vulture Droid,USED,STORE,FOR_SALE,false,false,false,19.99,199.99,,100,200,,,175,
75042,SET,Droid Gunship,Droid Gunship,USED,STORE,LAYAWAY,false,false,false,46.79,,,100,150,,,176,
75042,SET,Droid Gunship,Droid Gunship,USED,STORE,FOR_SALE,false,false,false,38,149.99,,100,150,,,177,
75043,SET,AT-AP,AT-AP,USED,STORE,LAYAWAY,false,false,false,49.99,,,180,200,,,178,
75043,SET,AT-AP,AT-AP,USED,STORE,FOR_SALE,false,false,false,55.79,199.99,,180,200,,,179,
75044,SET,Droid Tri-Fighter,Droid Tri-Fighter,USED,UNKNOWN,SOLD,false,false,false,28.49,149.99,149.99,120,150,,Sold,180,
75045,SET,Republic AV-7 Anti-Vehicle Cannon,Republic AV-7 Anti-Vehicle Cannon,USED,STORE,FOR_SALE,false,false,false,39.99,349.99,,200,400,,,181,
75045,SET,Republic AV-7 Anti-Vehicle Cannon,Republic AV-7 Anti-Vehicle Cannon,USED,STORE,FOR_SALE,false,false,false,39.99,349.99,,200,400,,,182,
75045,SET,Republic AV-7 Anti-Vehicle Cannon,Republic AV-7 Anti-Vehicle Cannon,USED,STORAGE,FOR_SALE,false,false,false,39,,,200,400,,,183,
75045,SET,Republic AV-7 Anti-Vehicle Cannon,Republic AV-7 Anti-Vehicle Cannon,USED,STORE,LAYAWAY,false,false,false,,,,200,400,,,184,cost-unknown
75046,SET,Coruscant Police Gunship,Coruscant Police Gunship,USED,STORE,LAYAWAY,false,false,false,37.39,,,400,500,,,185,
75046,SET,Coruscant Police Gunship,Coruscant Police Gunship,USED,STORE,FOR_SALE,false,false,false,71,449.99,,400,500,,,186,
75048,SET,The Phantom,The Phantom,USED,STORE,FOR_SALE,false,false,false,24.99,249.99,,200,250,,,187,
75049,SET,Snowspeeder,Snowspeeder,USED,STORE,SOLD,false,false,false,29.97,149.99,149.99,,,,Sold,188,"sold-conflict(xlsx=149.99,pdf=121.99)"
75049,SET,Snowspeeder,Snowspeeder,USED,UNKNOWN,SOLD,false,false,false,29.99,,139.99,100,150,,,189,
75050,SET,B-Wing,B-Wing,USED,UNKNOWN,SOLD,false,false,false,49.49,,199.99,,,,Sold,190,"sold-conflict(xlsx=199.99,pdf=159.99)"
75050,SET,B-Wing,B-Wing,USED,STORAGE,FOR_SALE,false,false,false,39.99,199.99,,100,200,,,191,
75051,SET,Jedi Scout Fighter,Jedi Scout Fighter,USED,STORE,FOR_SALE,false,false,false,47.99,199.99,,100,200,199.99,,192,
